LastName, FirstName, tid, RMPScore, RMPNumRatings
Julien, Chistine, 958785, 4.5, 5
Li, Norman, 981714, 4.6, 5
Gates-Foster, Jennifer, 1044957, 4.2, 5
Broadbent, Philipp, 1071939, 3.1, 5
Stote, Deborah, 1109073, 3.8, 5
Sanson, Kevin, 1116241, 4.8, 5
Sanders, Bob, 1169515, 3.5, 5
Haney, David, 1170211, 4.2, 5
Findell, Paul, 1183119, 2.4, 5
King, Robert, 1197817, 4.2, 5
Jogee, Shardha, 1209110, 3.7, 5
Schrum, Jacob, 1245707, 1.2, 5
Kevorkian, Martin, 1246506, 4.9, 5
Bjorland, Clayton, 1284286, 3.4, 5
Pagani, Karen, 1311021, 3.7, 5
Gondran, Carolyn, 1312193, 2.1, 5
Krasner, Herb, 1341722, 3.7, 5
Gualdani, Maria, 1431264, 2.0, 5
Silverthorn, Dee, 1450078, 4.7, 5
Pattman, Vanessa, 1482063, 1.5, 5
Camacho, Tania, 1485567, 1.2, 5
Tweed, Thomas, 1526339, 4.3, 5
Awad, Gigi, 1548336, 4.5, 5
Dodson-Robinson, Sarah, 1569830, 3.2, 5
Berkelaar, Brenda, 1625301, 2.8, 5
Buxton, Richard, 1628580, 3.7, 5
James, Sarah, 1630190, 3.9, 5
Mutchler, Leslie, 1633427, 4.9, 5
Sawyer, Margo, 1633441, 2.7, 5
Ferguson, Miguel, 1636491, 4.7, 5
Stroud, Scott, 1685513, 4.8, 5
McKiernan-Gonzalez, John, 1732352, 4.0, 5
Cucher, Michael, 1776351, 4.9, 5
Metzler, Mark, 1808060, 3.8, 5
Schoenfield, Miriam, 1838924, 3.6, 5
Montgomery, Colleen, 1839749, 4.3, 5
O'Brien, Michael, 1847317, 4.7, 5
Villalon, Andrew, 1861716, 3.6, 5
Nelson, Erin, 1881499, 4.0, 5
O'Toole, Daniel, 1926432, 3.0, 5
Wyeth, Benjamin, 1930569, 4.6, 5
Erbeznik, Elizabeth, 1935688, 4.8, 5
Schroepfer, Jason, 1949382, 4.2, 5
Steel, Connie, 1959036, 4.0, 5
Wright, Jocelyn, 1963983, 5.0, 5
Stokes, Shannon, 1978370, 4.2, 5
Yang, Jie, 2007239, 3.4, 5
Franklin, Maria, 2016662, 4.1, 5
Booth, Amy, 2036224, 3.7, 5
Dong, Guangbin, 2036982, 3.0, 5
Garcia, Alexandria, 2050208, 5.0, 5
Sakuma, Tomoko, 2057862, 4.8, 5
Berry, Daina, 2058313, 4.9, 5
Poulos, Natalie, 2085969, 3.6, 5
Cannata, Philip, 2131539, 2.0, 5
Beckwith, Kim, 2137473, 3.1, 5
Drake, Jonathan, 2137756, 4.8, 5
Siddiqi, Ahmed, 2151333, 4.6, 5
Behar, Marcelo, 2153561, 2.0, 5
Ward, Adrian, 2155478, 4.8, 5
Stockli, Daniel, 2155630, 4.6, 5
Pavlovich, Natasa, 2176184, 4.6, 5
Tully, Alan, 2183989, 3.4, 5
Cole, Guy, 2206282, 3.6, 5
Lopez, Belem, 2209024, 4.6, 5
High, Karina, 2209608, 5.0, 5
Rivera-Dundas, Adena, 2249574, 5.0, 5
Tegtmeyer, Thomas, 2250875, 4.8, 5
Hamel, Nick, 2250993, 2.2, 5
Straubhaar, Sandra, 2251448, 3.4, 5
Bearden, Marie-Catherine, 2255132, 4.4, 5
Vidor, Amy, 2280102, 4.4, 5
Cline, Jesse, 2293823, 1.6, 5
Richards, Angela, 2315026, 4.4, 5
Lu, Xiaobo, 2317301, 4.4, 5
Appulage, Dananjaya, 2324451, 3.0, 5
Smith, William, 2370740, 3.6, 5
Ahmadi, Shaherzad, 2377554, 3.2, 5
Sanchez, KJ, 2383067, 3.2, 5
Green, Paul, 2384924, 5.0, 5
Lyon, Anna, 2433595, 5.0, 5
Thompson, Shirley, 1352853, 4.6, 5
Jansen, Barbara, 2076259, 3.2, 5
Dizard, Jacob, 2365762, 3.8, 5
Chen, Jeanette, 1998003, 4.8, 5
Wynn, Charters, 2244981, 4.2, 5
Bruner, Katherine, 2296900, 5.0, 5
Busch-Armendariz, Noel, 2252049, 3.8, 5
Nevarez, Irma, 1944578, 4.6, 5
Wallace, Gerard, 2373128, 1.6, 5
Hanson, Lauren, 2173727, 3.8, 5
Johnson, Blair, 2419779, 4.0, 5
Chavez-Dominguez, Javier, 1754974, 2.9, 5
Agarwal, Ashish, 1892082, 3.6, 5
Buchanan, Pamela, 825447, 3.3, 5
Freeman, Benny, 1115918, 3.8, 5
Knerr, Kerry, 2372013, 4.2, 5
Brown, Jonathan, 2239108, 3.2, 5
MacCormack, Colin, 2456495, 5.0, 5
Ramgolam, Inman, 2421107, 3.6, 5
Yousfi, Kenza, 2436949, 4.4, 5
Oh, Youjeong, 2209716, 4.2, 5
McConaughey, Matthew, 2155291, 5.0, 5
Manning, Sean, 2010599, 4.6, 5
Falbo, Toni, 2224129, 4.2, 5
Phelps, Steven, 1915174, 3.6, 5
Tich, Kendall, 2490203, 4.4, 5
Holland, Amy, 2060173, 1.5, 5
Blyth, Carl, 408067, 4.2, 5
Holleran, Lori, 1892678, 4.8, 5
Livers, Keith, 612159, 3.6, 5
Diab, Rasha, 2053866, 3.3, 5
Charro, Fernando, 1806443, 4.6, 5
Rennett, Michael, 2003106, 4.2, 5
Joseph, Robert A., 177694, 2.8, 5
Abi Ghannam, Niveen, 1974705, 2.5, 5
Streusand, Deb, 2105392, 4.3, 5
Priebe, Roger, 2445845, 4.4, 5
Gerring, John, 2372382, 1.4, 5
Vasseur, Alexis, 329587, 3.8, 5
Lindsay, Thomas, 2497415, 3.4, 5
Zhou, Mingyuan, 2182851, 2.2, 5
Crew, David, 2377542, 5.0, 5
Boville, Bruce, 2463876, 2.0, 5
Cortsen, Rikke, 2362880, 5.0, 5
Coffey, Diane, 2358845, 3.6, 5
Dale, Michael, 2493832, 5.0, 5
Murphy, Gretchen, 1976573, 4.1, 5
Schlag, Karen, 2246012, 4.2, 5
Edison, Thomas, 1809992, 4.0, 5
Angel, Ronald, 2209674, 2.8, 5
Koike, Dale, 1998107, 4.4, 5
Cohen, David, 2489372, 4.0, 5
Wasserman, Daniel, 2182312, 4.8, 5
Cunningham, Isabella, 380282, 3.0, 5
Nichols, Steven, 2444594, 2.8, 5
Moore, Lisa, 724632, 4.3, 5
Suito, Naoko, 801647, 4.3, 5
Nguyen, Quoc, 1440282, 3.3, 5
Johnson, Arlen, 1141719, 2.0, 5
Aguilar, Ana, 2320435, 3.2, 5
Blaha, Craig, 2208329, 2.2, 5
Reilly, Erin, 2522982, 2.6, 5
Thomaz, Edison, 1368468, 4.2, 5
Dunlap, Carolyn, 1811222, 4.5, 5
Robbins, Kevin, 2471673, 5.0, 5
Kehrig, Matthias, 1709061, 3.7, 5
Sigafoos, Lisa, 2390135, 4.4, 5
Jones, Claire, 2366663, 4.0, 5
Garvey, Christine, 2297274, 4.0, 5
Sutherland-Meier, Madeline, 677035, 4.8, 5
Kline, Brendan, 2356972, 3.2, 5
Carpenter, Quetta, 1811689, 5.0, 5
Martin, Kris, 2227716, 4.8, 5
Meiners, Jocelly, 2594421, 5.0, 5
Merabet, Sofian, 2135240, 3.1, 5
Thurman, Trent, 2248943, 5.0, 5
de Barbaro, Kaya, 2378409, 3.4, 5
Butler, Matthew, 2124455, 4.2, 5
Piekarski, Krzysztof, 2576871, 1.4, 5
Butler, Tia, 2070963, 5.0, 5
Pikus, Monique, 2356841, 2.4, 5
Levy, Mark, 2377190, 5.0, 5
Murphy, Melissa, 749732, 4.5, 5
Al-Shalchi, Olla, 2252720, 5.0, 5
Wilson, Kristopher, 2222662, 3.4, 5
Lewis-Peacock, Jarrod, 2177721, 3.0, 5
Smith, Deirdre, 2466828, 3.4, 5
Sotelo Munoz, Adriana Paola, 2580734, 3.4, 5
Guha, Sumit, 1935610, 3.0, 5
Reed, Julia, 1295180, 3.9, 5
Bagchi, Dia, 2380108, 3.0, 5
Russell, Amanda, 2530468, 5.0, 5
McClellan, Christopher, 2052800, 4.6, 5
Gottesman, Itzik, 2130294, 4.1, 5
Stanforth, Phil, 2251001, 4.6, 5
Bell, Tamara, 2254359, 4.2, 5
Kornguth, Steven, 2341469, 5.0, 5
Kallivokas, Loukas, 2465912, 4.0, 5
Pinedo, Miguel, 2339767, 3.8, 5
rich, geoff, 2052864, 4.6, 5
Villahermosa, Yoel, 2596422, 5.0, 5
Osseo-Assare, Abena, 2100251, 4.8, 5
Ogando-Lavin, Mina, 2137100, 3.2, 5
Kruger, Samuel, 2203293, 1.8, 5
Cronin, Kate, 2334817, 4.8, 5
Morris, Matthew, 2419138, 5.0, 5
Mueller, Ulrich, 2296896, 3.2, 5
Matz, Mikhail, 1803074, 3.8, 5
Mcketta, Dorothy, 2560996, 5.0, 5
Hersh, Matthew, 2298052, 3.8, 5
Sosa, David, r-41587, 4.4, 4
Hillis, David, 158263, 4.8, 4
Coyle, Ed, 259669, 3.5, 4
Reifel, Stuart, 287473, 4.3, 4
Cullingford, Elizabeth, 370299, 5.0, 4
Connolly, Perry, 389835, 2.6, 4
Durbin, John, 417089, 2.1, 4
Ling, Hao, 451907, 5.0, 4
Douglas, Lucien, 667703, 4.8, 4
Telch, Mike, 684329, 3.0, 4
Aanstoos, Ted, 696944, 4.8, 4
Morgan, Gwyn, 703980, 4.0, 4
Zacks, Aaron, 737932, 4.8, 4
Munoz, Solange, 738024, 2.6, 4
Reesor, Nevitt, 749868, 3.0, 4
Carrington, Ben, 876942, 4.3, 4
Yilmaz, H, 905530, 3.8, 4
Allen, Jafari, 908740, 2.8, 4
Russi, Cinzia, 947809, 2.0, 4
Riggs, Austen, 979299, 1.6, 4
Eriskine, James, 1027601, 2.2, 4
Capra, Carlos, 1090656, 3.8, 4
Simmons, Sarah, 1105900, 4.6, 4
Choi, Marina, 1117929, 2.9, 4
Teixeira, Ricardo, 1118448, 4.9, 4
MacDuffie, Allen, 1119712, 4.7, 4
Chen, Ray, 1143344, 3.0, 4
Kaplunovsky, Vadim, 1144732, 2.2, 4
Todd, Jan, 1181609, 2.3, 4
Montreuil, Jean-Pierre, 1191670, 3.3, 4
MacNeilage, Peter, 1246088, 1.8, 4
Smith, Jennifer, 1335499, 1.8, 4
Seckin, Elif, 1437222, 2.4, 4
Vick, James, 1442267, 4.4, 4
Mazique, Rachel, 1457889, 4.5, 4
Kim, Miryung, 1484017, 2.5, 4
Bronson, Franklin, 1490674, 2.9, 4
Wilkins, Karin, 1548342, 5.0, 4
Heinzelman, Susan, 1548490, 4.0, 4
Dailey, Stephanie, 1555212, 4.6, 4
Dean-Jones, Lesley, 1578768, 2.1, 4
Chapman, Terry, 1578998, 4.4, 4
Kountz, Anne-Victoire, 1587455, 4.8, 4
Quy, Richard, 1612240, 2.5, 4
Bormashenko, Olena, 1621854, 3.5, 4
Hooker, Juliet, 1628023, 4.3, 4
Ritchie, Jack, 1633956, 2.1, 4
Hopkins, Kristine, 1651791, 4.5, 4
Straub, Josh, 1651905, 3.9, 4
Yin, Mei, 1668054, 2.5, 4
Osa-Melero, Lucia, 1709293, 3.7, 4
Stout, Patricia, 1719369, 2.3, 4
Sterling, Bobbie, 1730333, 4.3, 4
O'connor, Amber, 1752862, 3.5, 4
Muller, Chandra, 1754524, 1.6, 4
Barrett, Ashley, 1776978, 3.9, 4
Stephens, Kerri, 1787178, 5.0, 4
Johns, Calvin, 1790010, 3.9, 4
Picherit, Hervé, 1794242, 4.8, 4
Guenther, Amy, 1840748, 4.1, 4
Marrett, Randall, 1861354, 4.6, 4
Pitchford, Gerald Bart, 1870730, 4.5, 4
Johanns, Jeffery, 1881612, 4.3, 4
Ozel, Clémence, 1935421, 5.0, 4
Wilson, Samuel, 1938137, 3.6, 4
Mostovyi, Oleksi, 1971988, 2.0, 4
Jerro, Kyle, 1976470, 4.7, 4
Yeager, David, 2003925, 3.0, 4
Green, Viola, 2005957, 4.0, 4
Wente, Allison, 2010019, 5.0, 4
Froese, Brittany, 2016135, 3.6, 4
Lambert, David, 2025338, 3.0, 4
Kang, Ari, 2045990, 2.6, 4
Marek, Stephen, 2050108, 2.8, 4
Wlezien, Christopher, 2091216, 3.6, 4
Urlaub, Per, 2091374, 4.0, 4
Frei, Seth, 2101233, 4.9, 4
Tinsley, Omise'eke, 2122650, 3.5, 4
Gorges, Marshall, 2125654, 4.2, 4
Ives, Anthony, 2128168, 4.3, 4
Barbour, Joshua, 2129863, 4.4, 4
Paxton, Pamela, 2130337, 4.2, 4
Allen, Terrence, 2132274, 2.9, 4
Adelakun, Abimbola, 2144595, 2.0, 4
Teodorescu, Viorica, 2145908, 2.0, 4
Patil, Shefali, 2147073, 4.5, 4
Wilder, Pamela, 2182039, 1.5, 4
Harris, Myranda, 2186570, 1.0, 4
Suleman, Aater, 2207420, 4.3, 4
Roux, Stanley, 2225791, 4.0, 4
Makalani, Minkah, 2226485, 3.8, 4
Streeter, Cal, 2241434, 4.3, 4
Voss, Peter, 2249609, 4.8, 4
Hyne-Sutherland, Amy, 2249972, 4.8, 4
Dougal, Casey, 2250164, 3.0, 4
Connolly, Thomas, 2250877, 4.5, 4
Jha, Shalene, 2256714, 2.3, 4
Cannatella, David, 2276729, 3.2, 4
Arellano, Alec, 2277606, 2.8, 4
Brynes, Stephanie, 2277776, 5.0, 4
Sirbu, Mihai, 2293810, 3.3, 4
Yang, Cenying, 2296722, 4.5, 4
Gonzalez, John, 2322441, 3.0, 4
Gomez-Vazquez, Diana, 2333041, 4.0, 4
Zamir, Einav, 2336709, 4.0, 4
Ma, Iris, 2337235, 4.3, 4
Dickey, Selena, 2339852, 5.0, 4
Kulkarni, Devdatta, 2404192, 4.3, 4
Renbarger, Grace, 2417240, 4.3, 4
Kim, Wonsuck, 2328747, 5.0, 4
Moon, Tess, 2017178, 1.0, 4
Meikle, Jeffrey, 2005301, 2.0, 4
Guidotti-Hernández, Nicole, 1819922, 3.0, 4
Brauntuch, Troy, 1633434, 2.3, 4
Gubka, Steven, 2421106, 4.8, 4
Paban, Sonia, 1265352, 5.0, 4
Bucci, Robert, 2203697, 5.0, 4
Tyner, Kathleen, 2375651, 2.7, 4
Lopez, Michael, 1808067, 3.8, 4
Heinzen, Dan, 2284113, 2.0, 4
Walker, James, 2141513, 4.8, 4
Becker, Thorsten, 2354169, 3.0, 4
Gardner, James, 1861352, 3.8, 4
Mohrig, David, 2354170, 4.5, 4
Powell, Pamela, 2286174, 5.0, 4
Monfils, Marie, 2354996, 3.7, 4
Baker, Samuel, 1435649, 3.0, 4
Rudrappa, Sharmila, 862638, 4.0, 4
Wells, Jazmine, 2249602, 4.2, 4
Hilchey, Christian, 2255489, 5.0, 4
Vangelisti, Anita, 623173, 3.5, 4
Locker, Angelina, 2246288, 4.3, 4
McClune, Caitlin, 2444673, 4.8, 4
Trees, Hannah, 2445713, 5.0, 4
Lopez, Elliot, 2398905, 2.5, 4
Huang, Qixing, 2382254, 2.2, 4
Derr, Jason, 2378413, 3.3, 4
Mims, Steve, 1566686, 4.3, 4
Roncador, Sonia, 1677919, 5.0, 4
Zemelman, Boris, 1709067, 3.8, 4
Jah, Moriba, 2375429, 4.3, 4
Konana, Prabhudev, 2259196, 4.5, 4
Moin, Azfar, 2076986, 3.2, 4
Cabrera, Sergio, 1833884, 4.4, 4
Sarkar, Sahotra, 1433682, 3.0, 4
Roy, Lorraine, 886041, 2.1, 4
Chesney, Lee, 1842510, 4.5, 4
Liu, Beili, 1491348, 4.1, 4
Harshey, Raisika, 2296907, 2.3, 4
Mays, Susan, 2014588, 3.8, 4
Belgum, Kit, 2447454, 4.0, 4
Garcia, Alexandra, 2329669, 5.0, 4
Mandel, Hannes, 2371479, 5.0, 4
Kessler, Alan, 657576, 4.3, 4
Lulla, Joel, 2259185, 3.8, 4
Oglesbee, Kristen, 2173359, 2.3, 4
MacKay, Carol, 2003956, 4.7, 4
Kim, Eun, 2327968, 4.5, 4
Batory, Don, 901844, 3.4, 4
Poindexter, Paula, 1733379, 4.0, 4
Duffey, Kaori, 2485663, 5.0, 4
Hannah, Douglas, 2327586, 3.5, 4
Prodanovic, Masa, 1879104, 2.4, 4
Caffarelli, Luis, 734408, 2.5, 4
Wolf, Amelia, 2557555, 2.7, 4
Schwaiger, Seth, 2306626, 4.8, 4
Hindman, Heather, 1867321, 3.3, 4
Hendrick, Elizabth, 1872580, 3.9, 4
Neff, Lisa, 2366682, 5.0, 4
Orsini, Caitlin, 2548749, 4.5, 4
Donaldson, David, 2262918, 3.5, 4
Rosenthal, Mason, 2563848, 4.0, 4
Mcgee, Zachary, 2513506, 3.8, 4
Crotty, Richelle, 2389012, 1.8, 4
Stuvard, Salvatore, 2488287, 5.0, 4
Bloodgood, Bill, 1888963, 4.7, 4
Walch, Alisa, 2466242, 1.0, 4
Rajpurohit, Dalpat, 2468718, 2.7, 4
Atiase, Rowland, 2345595, 1.0, 4
Hoberman, John, 2195127, 3.0, 4
Worthy, Mary, 1460591, 5.0, 4
Lasalle, Peter, 680712, 4.4, 4
Levine, Dan, 2458744, 4.8, 4
Walter, Patrick, 2424004, 4.8, 4
Norman, Dax, 2345211, 4.5, 4
Evans, Mark, 2556838, 1.8, 4
Burrowes, Nicole, 2338059, 5.0, 4
Green, Emily, 2546827, 4.2, 4
Gonzalez, Oscar, 2335986, 3.7, 4
Leconte, Maxence, 2225896, 5.0, 4
Sanders, Michael, 2369193, 2.3, 4
Senzaki, Sierra, 2185636, 2.8, 4
Skidmore, Melissa, 2233942, 4.3, 4
Lutsyshyna, Oksana, 2138864, 5.0, 4
Maxwell, Madeline, 1965838, 2.4, 4
Martinich, Aloysious, 2312371, 3.5, 4
Heng, Geraldine, 2248085, 5.0, 4
Barr, Ronald, 2291287, 4.0, 4
Ehrisman, Megan, 2388587, 4.5, 4
Cullinan, Michael, 2327011, 2.0, 4
Pearson, Michael, 2510961, 5.0, 4
Lewis, Hannah, 2296224, 4.0, 4
Saleh, Navid, 2496871, 3.8, 4
Ramachandran, Vijaya, 2473616, 1.2, 4
Wells, Bruce, 2456177, 5.0, 4
Gulbas, Lauren, 2256525, 5.0, 4
Schoberle, Taylor, 2591310, 2.7, 4
Fry, John, 1978532, 4.3, 4
Psencik, Katey, 2491800, 5.0, 4
Voss, Randi, 2559488, 4.5, 4
Evans, Ariel, 2335967, 3.2, 4
Sagers, Jason, 2496393, 3.8, 4
Keating, Xiaofen, 2318349, 4.2, 4
Bendele, Marvin, 2348032, 1.5, 4
Lukoff, Brian, 2517584, 5.0, 4
Bronars, Stephen G, 235966, 2.7, 3
Schiek, James, 308314, 2.5, 3
Antoniewicz, Peter, 417109, 3.3, 3
Klein, Joshua, 427065, 5.0, 3
McClung, Bruce, 435810, 2.2, 3
Bostick, Francis, 451909, 5.0, 3
Russell, Matthew, 455082, 2.7, 3
Shea, Andrew, 460089, 4.3, 3
Erickson, Nathan, 527761, 3.2, 3
Keller-Lally, Ann, 659991, 5.0, 3
Christian, Pam, 667538, 4.3, 3
Adejumo, Christopher, 667581, 4.0, 3
Misra, Jayadev, 670513, 4.3, 3
Lippman, Jane, 675425, 5.0, 3
Mann, Bob, 705053, 3.3, 3
Raizen, Mark, 721787, 3.6, 3
Armendariz, Efraim, 722063, 4.2, 3
Cooke, Jenny, 732809, 4.7, 3
Beavers, Jennifer, 737933, 4.3, 3
Cline, Lea, 745223, 5.0, 3
Carter, Alicia, 747484, 5.0, 3
Komatsu, Eiichiro, 816174, 3.0, 3
Banerjee, Sanjay, 827234, 4.2, 3
Hofstede, Frenkel, 831600, 4.8, 3
MacDonald, Allan, 838210, 2.5, 3
Zimic, Stanislav, 865161, 3.2, 3
Scholl, Matthew, 903694, 2.2, 3
Gagarin, Michael, 909765, 2.8, 3
Junkin, Jerry, 915560, 4.5, 3
Berman, Mitch, 937121, 3.2, 3
Michener, Greg, 946757, 3.5, 3
Robertson, Phyllis, 950633, 4.7, 3
Brown, Norman, 976579, 2.0, 3
Wigginton, Caroline, 979712, 4.2, 3
Whitbread, Thomas, 983656, 4.7, 3
Lamb, Jonathan, 986580, 4.5, 3
Shayesteh, Farkhondeh, 989615, 4.8, 3
Charrad, Mounira, 996487, 4.3, 3
Grimes, Corinne, 999547, 3.5, 3
Deveciana, Gustavo, 1005384, 3.7, 3
Uka, Arban, 1006168, 4.5, 3
May, Robert, 1032274, 3.5, 3
Trubowitz, Peter, 1038469, 4.2, 3
Russell, Bryan, 1047342, 4.8, 3
Dix, Theodore, 1065928, 4.7, 3
Snell, Rupert, 1128195, 5.0, 3
Talley, Damon, 1162552, 3.0, 3
Zakon, Harold, 1169520, 3.5, 3
McCown, Alan, 1172592, 1.5, 3
Burrows, John, 1189051, 3.8, 3
Cheng, Yingda, 1191599, 3.0, 3
Atzler, Judith, 1221044, 4.3, 3
Webber, Michael, 1244541, 4.7, 3
Barnes, John, 1250813, 3.8, 3
Buchanan, Ray, 1286756, 4.5, 3
Gerstlauer, Andreas, 1294214, 4.0, 3
McCann, Robert, 1294846, 4.3, 3
Kuzmic, Tatiana, 1317477, 4.5, 3
Cline, John, 1337048, 4.0, 3
Shank, Gerald, 1347444, 4.7, 3
Pieper, Chris, 1351238, 5.0, 3
Park, Minjung, 1352343, 4.5, 3
Williams, Jeff, 1354531, 5.0, 3
Jefferson, Jennifer, 1395276, 3.7, 3
Humphreys, Todd, 1440449, 2.5, 3
Trejo, Stephen, 1448267, 4.2, 3
Williams, Amanda, 1477963, 3.7, 3
Wiese, Hugh Cleve, 1485234, 4.7, 3
Schmerer, Matthew, 1491851, 2.0, 3
Keating, Malcolm, 1522581, 4.0, 3
Finley, Angela, 1530415, 4.0, 3
Trent, Landon, 1560459, 4.8, 3
Flynn, Matthew, 1566479, 2.2, 3
Jamali, Hafeez, 1569836, 3.8, 3
Aziz, Adnan, 1572305, 2.8, 3
Holmes, Robert, 1577327, 4.5, 3
Milburn, Brett, 1584074, 1.7, 3
Garrison, James, 1588500, 5.0, 3
Gaylord, Nicholas, 1600316, 3.8, 3
Wagner, Sarah, 1613029, 5.0, 3
Akre, Karen, 1613647, 1.7, 3
Barrenechea, Francisco, 1630782, 1.3, 3
Arias, Arturo, 1634340, 1.5, 3
Krakauer, Benjamin, 1683474, 4.7, 3
Robinson, Courtney, 1712497, 5.0, 3
Mamonov, Alexander, 1745669, 3.7, 3
Bennett, Hanna, 1777786, 3.8, 3
Wynne, Micheal, 1782550, 4.8, 3
Mabrey, Beatrice, 1787177, 5.0, 3
Bybee, John, 1790363, 3.3, 3
Bryan, Amy, 1790616, 5.0, 3
Staig, James, 1793134, 2.5, 3
Martin, Alfred, 1798579, 2.5, 3
Kaimana, Lokeilani, 1802664, 3.3, 3
Gordo-Pelaez, Luis, 1807879, 4.5, 3
Flowers, Jason, 1810920, 4.7, 3
Driga, Mircea, 1843374, 3.7, 3
Wong, Joansandy, 1843731, 5.0, 3
Taxis, Carole, 1845876, 3.8, 3
Sena, Yun-Chiahn, 1845931, 3.5, 3
Spitzer-Hanks, Dorrel, 1848506, 4.3, 3
Namazi, Hossein, 1870784, 2.5, 3
Tran, Ngoc, 1875372, 3.1, 3
Herd, Van, 1890768, 2.3, 3
Tate, Maggie, 1909446, 2.0, 3
Moench, Duncan, 1915265, 4.0, 3
Plourde, Aubrey, 1917126, 4.7, 3
Muller, Erin, 1917387, 2.5, 3
Hummer, Robert, 1928223, 4.0, 3
Campbell, Jonathan, 1942121, 2.7, 3
Ofek, Hillel, 1957196, 3.3, 3
Davis, Barbara, 1975397, 3.0, 3
Carty, Kathleen, 1978024, 3.9, 3
Price, Jessica, 1978175, 3.8, 3
Cox, Benjamin, 1996934, 4.2, 3
Leu, Lorraine, 1998110, 4.8, 3
Sarkar, Purnamrita, 2005121, 3.4, 3
Wong, Hannah, 2006257, 4.3, 3
Bryant, Michael, 2006679, 1.0, 3
Deshpande, Ashish, 2009340, 2.7, 3
Young, Robert, 2010675, 4.3, 3
Hobbs, Travis, 2012992, 1.2, 3
Shankar, Jishnu, 2018178, 4.7, 3
Garden, Charlee, 2019451, 4.7, 3
Huang, Ying, 2027443, 4.8, 3
Ciarla, Jessica, 2045835, 3.8, 3
Ritchie, Marnie, 2052547, 4.7, 3
Hyska, Megan, 2053842, 3.3, 3
Whiteley, Marvin, 2054907, 4.8, 3
Loos, Cornelia, 2056857, 4.0, 3
Myers, Allison, 2056892, 4.2, 3
Rap, Evan, 2058031, 4.3, 3
Brenner, R.B., 2074414, 4.8, 3
Korman, Eric, 2088644, 3.9, 3
Chan, Shu, 2101508, 1.3, 3
Rivera, Michael, 2103861, 4.7, 3
Onyisi, Peter, 2120787, 3.1, 3
Selby, Martha, 2131626, 4.2, 3
Sears, Joshua, 2134455, 5.0, 3
Mott, Michelle, 2140166, 3.0, 3
Marek, Elissa, 2142559, 3.0, 3
Roman-Ramirez, Edwin, 2144089, 4.0, 3
Elber, Ron, 2147675, 4.2, 3
Glover, Andrew, 2151668, 4.7, 3
Lorenz, Alexander, 2157751, 5.0, 3
Schatz, Thomas, 2159431, 4.7, 3
Pryor, Mitchell, 2162820, 4.3, 3
Pavlovic, Natasa, 2164027, 3.7, 3
Li, Elaine, 2166930, 4.7, 3
Farr, Brian, 2177381, 5.0, 3
Reed, Cory, 2180245, 3.3, 3
Oluyomi, Abiodun, 2189497, 3.0, 3
Yucel, Emre, 2196848, 4.3, 3
Cox, Katherine, 2198737, 4.0, 3
Mishra, Amrita, 2201787, 5.0, 3
King, Carey, 2209087, 3.0, 3
Davidson, Robert, 2216091, 3.3, 3
Miravete, Eugenio, 2227973, 2.7, 3
Saad, Brad, 2236441, 2.0, 3
Bambrick, Christina, 2236621, 4.3, 3
Zhai, Yingda, 2245267, 4.7, 3
Lockerd, Martin, 2247842, 4.0, 3
Goheen, Jeremy, 2249597, 4.3, 3
Byrnes, Delia, 2249610, 4.3, 3
Azevedo, Flávio, 2251263, 4.7, 3
Stewart, Katie, 2252034, 4.7, 3
Roeltgen, Jonathan, 2253617, 2.3, 3
Pollk, Molly, 2255278, 4.0, 3
Vokes, Steven, 2263877, 3.3, 3
Li, Dan, 2265326, 4.0, 3
Velasco, Ricardo, 2276324, 2.0, 3
Gibson, Nadine, 2277609, 5.0, 3
Nonaka, Angela, 2287912, 3.7, 3
Crowley, Don, 2288256, 5.0, 3
Lim, Rachel, 2292827, 4.3, 3
Welch, Elizabeth, 2296728, 4.3, 3
Kaushik, Karishma, 2296901, 5.0, 3
Bell, Thomas, 2306122, 4.3, 3
Zhong, Lingzi, 2312495, 4.0, 3
Gerwels, Mary, 2314219, 5.0, 3
Ekberg, Denise, 2314632, 4.7, 3
Ezell, Brice, 2325409, 4.3, 3
Smith, Shawn, 2354076, 4.3, 3
Henry, Maya, 2360511, 5.0, 3
Paine, Emily, 2370168, 5.0, 3
Lippa, Katherine, 2370472, 4.0, 3
Mei, Xiaowei Michael, 2372344, 4.7, 3
Kamdar, Sangeeta, 2374797, 4.0, 3
Hughes, Regina, 2389892, 5.0, 3
Gilani, Sikander, 2398520, 2.7, 3
Shore, Edward, 2401447, 5.0, 3
Batario, Jessamine, 2421448, 5.0, 3
McCoy, Duncan, 2430519, 4.0, 3
Chatterjee, Indrani, 2437189, 3.0, 3
Wilke, Claus, 1873913, 3.3, 3
Wrather, Kyle, 1958363, 4.7, 3
Cotter, Erin, 2419340, 5.0, 3
Ward, Rachel, 1792245, 2.5, 3
Robertson, Brett, 2335135, 5.0, 3
Hughes, Joan, 2181778, 3.7, 3
Hartelius, Johanna, 703346, 4.7, 3
Cummings, Molly, 2263882, 3.0, 3
Lushkov, Ayelet, 2094822, 4.8, 3
Riedel, Timothy, 2071330, 4.8, 3
Ferron, Raissa, 2378849, 1.3, 3
Reed, Eli, 2016313, 3.7, 3
Morrice, Douglas, 2446174, 5.0, 3
Hunt, Warren, 2475483, 2.0, 3
