LastName, FirstName, tid, RMPScore, RMPNumRatings
Peña, Lauren, 2072840, 5.0, 3
Mok, Aloysius, 1265996, 2.1, 3
Mutlu, Gulseren, 2378808, 1.3, 3
Poursartip, Babak, 2485527, 3.3, 3
Stamatopoulos, Yannis, 2384501, 4.0, 3
Long, Phoebe, 2312372, 5.0, 3
Gill, Lyndon, 2295789, 5.0, 3
Zheng, Ronghuo, 2273821, 4.3, 3
Alexandrova, Marina, 2390618, 5.0, 3
Claudel, Christian, 2456909, 4.0, 3
Roberts-Miller, Patricia, 2447409, 5.0, 3
Lindsey, Joseph, 2456018, 4.3, 3
Walia, Ramna, 2199433, 1.3, 3
Wild, Alexander, 2085788, 2.3, 3
Gompf, Robert, 1246561, 4.0, 3
Jensen, Jody, 2357551, 1.7, 3
Seeman, Sonya, 2345731, 4.3, 3
Jenga, Fred, 2324534, 3.3, 3
Platt, David, 2132014, 4.0, 3
Ovalle, Jose, 2490694, 5.0, 3
Huebner, Don, 750363, 4.5, 3
Penick, Monica, 2424853, 4.0, 3
Afolabi, Omoniyi, 2399630, 4.7, 3
Diller, Kenneth, 2182359, 5.0, 3
Ciperiani, Mirela, 1775509, 2.5, 3
Broniarczyk, Susan, 2474132, 2.7, 3
Pett, Rudy, 2457516, 3.3, 3
Yeh, Tim, 2446813, 3.7, 3
Lopez, Sarah, 1928100, 3.7, 3
Lau, Travis, 2457655, 5.0, 3
Tulis, Jeffrey, 2332671, 3.3, 3
English, Kyle, 2435081, 2.3, 3
Donald, Stephen, 2448493, 4.0, 3
Zengilowski, Allison, 2488837, 5.0, 3
Folliard, Kevin, 1622167, 3.4, 3
Neeman, Joe, 2317644, 5.0, 3
Saxena, Pratibha, 2296902, 4.3, 3
Catterall, Kate, 2125308, 1.3, 3
Manoli, Dayanand, 2361204, 3.7, 3
Miikkulainen, Risto, 2442944, 3.7, 3
Talbot, Cynthia, 2415068, 3.3, 3
Jensen, Nathan, 2459033, 5.0, 3
Hansen, Anne, 1816043, 5.0, 3
Trinque, Brian, 2148913, 3.0, 3
Laux, Volker, 2221101, 3.3, 3
Gao, Rui, 2549420, 5.0, 3
Martin, Stephen, 1696344, 2.0, 3
Mullins, Charles, 2291470, 4.7, 3
Trejo Nunez, Adrian, 2472677, 4.0, 3
Viroli, Maurizio, 2421038, 5.0, 3
Widen, Elizabeth, 2468772, 3.7, 3
Eberhart, Johann, 2182111, 4.0, 3
Coibion, Olivier, 2444377, 4.0, 3
Swankie, Ryan, 2457392, 5.0, 3
Wensveen, Jonathan, 2558594, 3.7, 3
Callahan, Rebecca, 1713405, 5.0, 3
Fennewald, Erica, 2338509, 4.7, 3
Conley, Caryn, 2357332, 3.7, 3
Cudd, Jeremy, 2421155, 4.7, 3
Clulow, Adam, 2524923, 4.7, 3
Kearney, James, 2278210, 5.0, 3
Cressler, Loren, 2515342, 4.0, 3
Molineux, Ian, 2296898, 3.0, 3
Bock, Mary, 1799437, 2.3, 3
Wilson, Patricia, 2181564, 3.0, 3
Ambrosino, Rosalie, 2390895, 5.0, 3
Powers, Courtney, 2542779, 2.7, 3
Salgado, Cesar, 2268769, 3.0, 3
Davis, John, 2373464, 5.0, 3
Starbuck, Honoria, 2551736, 3.7, 3
Ketcham, Richard, 2398537, 2.0, 3
Durrett, Greg, 2462133, 5.0, 3
DiCarlo, David, 2202544, 3.7, 3
Hamilton, Liberty, 2484663, 4.0, 3
Rempe, Daniella, 2529962, 3.3, 3
Colgin, Laura, 2124367, 5.0, 3
Liu, Yongfeng, 2299519, 4.0, 3
Brummett, Barry, 2288654, 2.7, 3
Davis, Christin, 2476514, 4.0, 3
Cacace, Kathy, 2533681, 4.7, 3
Chiang, Rachelle, 2524901, 3.7, 3
Cather, Kirsten, 2377662, 4.3, 3
Hildebrandt, Megan, 2546557, 3.7, 3
Paixão, Marcelo, 2245691, 5.0, 3
Cokley, Kevin, 2195987, 4.7, 3
Ocasio Vega, Monica, 2448057, 4.0, 3
Geisler, Wilson, 2259119, 3.0, 3
Skouras, Maria, 2552486, 5.0, 3
Lodi, Alessia, 2568678, 2.7, 3
Drott, Eric, 2555301, 4.0, 3
Wilt, Randolph, 2540278, 5.0, 3
Smith, Jennifer, 2402089, 5.0, 3
Moravec, Tricia, 2586261, 5.0, 3
Lemon, Robert, 2588473, 3.7, 3
Brown, Richard, 2548511, 5.0, 3
Bennett, Chad, 2215662, 3.7, 3
Freiberger, Oliver, 2378988, 5.0, 3
Chen, Ann, 2590347, 2.3, 3
Faust, Kasey, 2490941, 5.0, 3
Potter, Andrew, 2291272, 1.3, 3
Law, Danny, 2223670, 4.3, 3
Peterson, Marina, 2472888, 4.3, 3
Mackert, Micheal, 1281390, 3.5, 3
Ragsdale, Sally, 2549719, 4.3, 3
Li, Kathleen, 2592036, 4.7, 3
Chaudhuri, Pramit, 2579836, 4.0, 3
Williams, Braden, 2448471, 5.0, 3
Beronja, Vladislav, 2458911, 5.0, 3
Ginsburg, Samuel, 2446165, 5.0, 3
Fulk, Kirkland, 2299525, 5.0, 3
Boyle, Casey, 2147681, 4.8, 3
Reilly, Chris, 2575012, 2.3, 3
De Veciana, Gustavo, 2456535, 4.7, 3
Wike, Erin, 2598793, 4.7, 3
Louis, William, 2382789, 4.7, 3
Brown, Emily, 2513530, 4.7, 3
Bird, Christine, 2519673, 4.0, 3
Alexander, Josh, 2078201, 3.7, 3
Kamm, Kelly, 2254795, 5.0, 3
Wolfe Jensen, Kristin, 1878149, 5.0, 3
Bonifazio, Paola, 2205347, 3.0, 3
Woolley, Samuel, 2586357, 4.7, 3
Hong, KyongJoo, 2369502, 4.7, 3
Echternach, Julia, 2249572, 3.7, 3
Crawford, Richard, 1614303, 2.9, 3
Dhillon, Inderjit, 567666, 4.5, 2
Proft, Jennifer, 599751, 4.3, 2
Carroll-Lee, Lisa, 633510, 5.0, 2
Carner, William, 648192, 3.3, 2
Kneeland, Diane, 649341, 3.0, 2
Kalra, Ajay, 665514, 2.8, 2
Abraham, Lee, 667528, 4.5, 2
Olasky, Marvin, 671795, 4.8, 2
Kroll, Judith, 682590, 3.0, 2
Hart, Roderick, 684689, 5.0, 2
Radhakrishnan, Sankaran, 685782, 4.8, 2
Miller, G. Howard, 695684, 2.8, 2
Webster, Sunshine, 703349, 5.0, 2
Newman, Donald, 706503, 4.3, 2
Harris, Joyce, 709229, 2.0, 2
Sherzer, Dina, 738028, 4.0, 2
Schirmer, Jerry, 747486, 3.0, 2
Nel, Anton, 765443, 5.0, 2
Field, Leanne, 843579, 4.5, 2
McFarland, Lawrence, 847651, 5.0, 2
Malouhi, Telad, 890322, 5.0, 2
Meyers, Lauren, 954668, 5.0, 2
Preston, Alison, 954689, 4.5, 2
McCarthy, Chris, 956768, 5.0, 2
Isenberg, Steven, 958715, 4.5, 2
Blankenship, Sarah, 999550, 5.0, 2
Hendrickson, Sherry, 999551, 3.0, 2
Pittel, Harvey, 999637, 4.8, 2
Petrosino, Anthony, 1006477, 2.0, 2
Bryant, Diane, 1027111, 1.0, 2
Thompson, Keri, 1036016, 4.3, 2
Murphey, Sheilah, 1036488, 3.0, 2
Zheng, Benuto, 1037890, 1.5, 2
Mann, Karen, 1038045, 4.5, 2
Fazziola, Peter, 1044632, 4.3, 2
Smith, Dale, 1049574, 4.5, 2
De Vidal, Douglas, 1050711, 2.5, 2
Clements, Matt, 1050724, 3.0, 2
Garrison, Jenn, 1072649, 5.0, 2
Goudeau, Jessica, 1092179, 5.0, 2
Linseisen, Tammy, 1108087, 4.5, 2
Pena, Jorge, 1119541, 4.3, 2
Musick, Marc, 1120017, 4.3, 2
Richardson, Richard, 1169524, 2.0, 2
Aguiniga, Donna, 1170216, 4.5, 2
Fithian, David, 1176988, 2.8, 2
Destruel, Emilie, 1177531, 5.0, 2
Sessolo, Simone, 1195688, 4.0, 2
Becker, Michael, 1199704, 3.3, 2
Chu, Shu-Chuan, 1220190, 3.8, 2
Matyear, Chris, 1228672, 4.5, 2
Freeman, Gary, 1240192, 3.0, 2
Giovannoni, Olivier, 1244599, 4.8, 2
Dirks, Danielle, 1245721, 4.5, 2
Levinson, Sanford, 1248072, 3.5, 2
Petersen, Annie, 1260777, 4.8, 2
Zhu, Xiao-Yang, 1267548, 3.8, 2
Fussell, Don, 1271305, 3.5, 2
Dunn, Mary, 1273471, 4.0, 2
Yaniv, Monica, 1274517, 3.5, 2
Higley, John, 1277720, 4.0, 2
Cherwitz, Richard, 1278360, 2.0, 2
Sullivan, Michael, 1294171, 3.3, 2
Cardwell, George, 1294848, 2.8, 2
Shimotani, Maki, 1297192, 3.0, 2
Shields, Gregory, 1298102, 4.0, 2
Rascati, Karen, 1298713, 4.0, 2
Watkins, S. Craig, 1307945, 1.5, 2
Ocampo, Cesar, 1331198, 4.3, 2
Santos-Neves, Migues, 1332179, 4.3, 2
Hall, Louisa, 1335707, 4.0, 2
Cravens, Craig, 1337127, 4.0, 2
Gogolev, Andre, 1344997, 3.0, 2
Rother, Rory, 1349640, 4.5, 2
Ware, Amy, 1369799, 5.0, 2
Satyan, Sri, 1389821, 1.8, 2
Campbell, Eric, 1399370, 3.0, 2
Lynn, Westbrook, 1410667, 1.0, 2
Myers, Joyce, 1412968, 4.5, 2
Gillette, Andrew, 1413375, 2.3, 2
Sanchez-Rojo, Ana, 1426503, 1.8, 2
Baek, Mijeong, 1428173, 3.5, 2
Garcia, Christina, 1447651, 4.0, 2
Scheick, William, 1459140, 4.5, 2
Wiltshire, Lyn, 1475841, 3.0, 2
Field, Mary, 1480896, 3.5, 2
Cashbaugh, Sean, 1484198, 4.5, 2
Kopp, Sacha, 1488681, 4.3, 2
Chilstrom, Karen, 1489440, 4.3, 2
Frederick, Angela, 1498613, 4.8, 2
Hughes, Adam, 1500713, 4.8, 2
Philip, Magnus, 1503233, 2.5, 2
Kockelman, Kara, 1532143, 4.3, 2
Haack, Jeffrey, 1534409, 3.0, 2
Cook, William, 1535237, 4.5, 2
Kitto, George, 1542781, 1.8, 2
Grzankowski, Alex, 1543706, 4.8, 2
Swenson, Shel, 1559276, 3.5, 2
Perez, Laine, 1560710, 4.5, 2
Avraham, Ronen, 1564881, 3.8, 2
Makarov, Dimitrii, 1566929, 4.3, 2
Brunick, Gererd, 1571005, 4.8, 2
Gildner, Matthew, 1577822, 4.8, 2
Winslow, Luke, 1584547, 4.5, 2
Mohanty, Sanghamitra, 1595484, 3.0, 2
Holbrook, Terri, 1609242, 4.5, 2
Hinajosa Smith, Romeo, 1614354, 3.5, 2
Fondon, John, 1624584, 2.8, 2
Mass, Noah, 1629627, 4.5, 2
Holm, Jakob, 1629641, 4.5, 2
Brown, Laura, 1635418, 5.0, 2
Heather, Teague, 1636419, 1.3, 2
Karakurt, Cagri, 1645614, 3.0, 2
Engle, Karen, 1653534, 3.8, 2
Brenner, Michael, 1663433, 1.5, 2
Toribio, Almeida, 1683480, 4.3, 2
Foley, Marjorie, 1686264, 5.0, 2
Rand, Alexander, 1726473, 4.3, 2
Paik, A Naomi, 1731531, 4.8, 2
McCreery, Cindy, 1733876, 5.0, 2
Mogavero, Michael, 1743611, 4.5, 2
Lendzian, Dan, 1752177, 5.0, 2
MacLellan, Jonathan, 1754544, 3.3, 2
Daniels, James, 1761530, 5.0, 2
Lindsey, Natashia, 1781979, 4.5, 2
Grube, Enrico, 1782229, 4.3, 2
Meadows Parrish, Claire, 1783622, 4.8, 2
Rodenborn, Bruce, 1800458, 3.8, 2
Davey, Stephen, 1802839, 3.0, 2
Geller, Randall, 1809410, 4.8, 2
Frankel, Glenn, 1810918, 5.0, 2
Davis, Maria, 1811327, 5.0, 2
Thompson, Maley, 1811585, 4.5, 2
Helal, Ahmed, 1816290, 4.0, 2
Payzant, Marcus, 1834936, 5.0, 2
Cheng, Julian, 1849326, 1.5, 2
Suzan, Olson, 1849402, 1.0, 2
Olson, Suzan, 1863126, 1.5, 2
Batiste, Dominique, 1865731, 5.0, 2
Cowan, Jake, 1881493, 5.0, 2
Tallbear, Kim, 1891735, 5.0, 2
Mills, Regina, 1893287, 3.0, 2
Geer, Leah, 1894316, 5.0, 2
Borden, Michael, 1898887, 1.5, 2
Cohen, Matt, 1899843, 5.0, 2
Reddi, Vijay, 1931094, 3.0, 2
Thornley, Drew, 1932619, 5.0, 2
Huffman, Lin, 1934496, 1.5, 2
Serano, Alba, 1938600, 1.3, 2
Stout, Tammi, 1942561, 3.3, 2
Frebourg, Greg, 1947575, 3.0, 2
Kerwin, Sean, 1954965, 3.8, 2
Davies, Bryan, 1959588, 5.0, 2
Wills, Derek, 1976475, 4.0, 2
Ingram, Matthew, 1977284, 3.5, 2
Erickson, Carlton, 1978022, 4.5, 2
Evans, Neal, 1978464, 2.5, 2
Jangbar, Sakina, 1979691, 3.3, 2
Bahadur, Vaibhav, 1979802, 3.0, 2
Echols, Catharine, 1981156, 3.0, 2
Popan, Adrian, 1989698, 1.0, 2
Major, Anne, 1992921, 5.0, 2
Ford, Jacob, 1997441, 2.8, 2
Tsai, Chien-Hsin, 1997991, 5.0, 2
Gallardo, Brenda, 1999114, 5.0, 2
Stephens, Maegan, 2005799, 2.8, 2
Ford, Jessica, 2006598, 4.8, 2
Li, Huaiyin, 2009961, 4.0, 2
Shafran, JoBeth, 2011870, 3.0, 2
Zappler, Amanda, 2016280, 3.8, 2
Echelle, Tyson, 2023908, 3.5, 2
Pope, Barbara, 2026434, 2.0, 2
Garg, Rajiv, 2027167, 3.5, 2
Asano, Yukiko, 2044646, 4.0, 2
Picherit, Elizabeth, 2052243, 4.8, 2
Butler, Andrew, 2057833, 4.5, 2
Sparvero, Emily, 2060140, 3.5, 2
Saylor, Sara, 2061853, 4.3, 2
Durham, Hannah, 2065006, 5.0, 2
Taylor, Christopher, 2067963, 4.3, 2
Mcgregor, Shannon, 2071159, 5.0, 2
Park, Sang-Hoon, 2072798, 5.0, 2
Vilim, Patrick, 2075074, 4.8, 2
Thompson, Lisa, 2077985, 3.3, 2
Hunt, Thomas, 2086932, 4.3, 2
Galgon, Jake, 2087515, 4.3, 2
Lin, Lizhen, 2087821, 2.8, 2
Valentini, Elisa, 2089351, 5.0, 2
Gilbert, Robert, 2094757, 5.0, 2
Ozcan, Omer, 2101029, 3.5, 2
Swinnea, Steve, 2101183, 3.5, 2
Meireles, Daniela, 2102438, 4.0, 2
Chen, Gina, 2121616, 4.5, 2
Salamone, Salvatore, 2128636, 5.0, 2
Fattore-Olsen, Antonella, 2132130, 5.0, 2
Breece, Matthew, 2139706, 5.0, 2
Harlow, Barbara, 2143342, 4.8, 2
Henkel, Jacqueline, 2146241, 4.0, 2
Young Brim, Rebecca, 2146395, 3.8, 2
Denbow, James, 2148985, 3.0, 2
Keitt, Tim, 2150136, 3.0, 2
Flexsenhar, Michael, 2151329, 4.0, 2
Arkilic, Ayca, 2153895, 5.0, 2
North, Rebecca, 2156607, 4.5, 2
Wen, Wen, 2157678, 3.5, 2
Rolin, Donna, 2162658, 1.0, 2
Miller, Kenneth, 2176777, 5.0, 2
Davis, Donald, 2178346, 4.5, 2
Tahmahkera, Dustin, 2178585, 5.0, 2
Stolp, Chandler, 2179692, 1.0, 2
Levine, Philippa, 2181913, 4.5, 2
Macé, Fanny, 2183007, 5.0, 2
Neely, Megan, 2185229, 4.5, 2
Cohen, Jane, 2185364, 5.0, 2
Royall, Karen, 2186408, 5.0, 2
Woo, Jae, 2195705, 5.0, 2
Seo, Hogeun, 2196556, 4.0, 2
Wallace, Laura, 2201299, 4.0, 2
Chovanec, Matthew, 2205379, 4.5, 2
Brock, Clare, 2217419, 4.5, 2
Leconte, Max, 2225900, 4.5, 2
Harrison, MIllie, 2226849, 1.0, 2
Fulton, Zaccaria, 2234362, 4.5, 2
Castelli, Darla, 2237014, 3.0, 2
Choi, Sohyun, 2246849, 2.0, 2
Packheiser, Vicki, 2247857, 5.0, 2
Gurari, Danna, 2248246, 5.0, 2
Escandell, Jason, 2250202, 4.5, 2
Liao, Sara, 2256994, 2.0, 2
Paredes, Cristian, 2257028, 1.0, 2
Durst, John, 2260298, 5.0, 2
Griffin, Zenzi, 2260823, 2.0, 2
Omidsalar, Alejandro, 2262612, 4.0, 2
Kopin, Joshua, 2262696, 4.5, 2
Rush, Sharon, 2267049, 4.0, 2
Morrison, Ryan, 2280092, 4.0, 2
Hersh, Matt, 2282703, 2.5, 2
Raley, Kelly, 2286341, 3.5, 2
Ingram, Andrew, 2287990, 4.5, 2
Livermon, Xavier, 2293589, 4.5, 2
Jonnalagadda, Sri, 2294195, 5.0, 2
Schweigert, William, 2294266, 5.0, 2
Reed, Naomi, 2295176, 4.5, 2
Broussard, Ramona, 2295980, 3.0, 2
Hurst, Ashley, 2296733, 4.0, 2
Gilbert, Lawrence, 2296894, 2.5, 2
Somers-Willett, Susan, 2297039, 5.0, 2
Shamoun, Dima, 2297917, 1.5, 2
Wilks, Jennifer, 2298219, 4.0, 2
Biczel, Dorota, 2302099, 3.5, 2
Qin, Xuan, 2307716, 3.5, 2
McLagan, Nicole, 2310904, 4.5, 2
Gray, Amanda, 2319334, 2.0, 2
Holland, Cindy-Lou, 2321118, 5.0, 2
Whitewolf, Edwin, 2321265, 5.0, 2
Barret, JK, 2326219, 4.0, 2
Willard, Lesley, 2327801, 5.0, 2
Matthews, Ronald, 2332696, 2.0, 2
Khoshnood, Alfredo, 2333054, 3.0, 2
Murray, Jared, 2333380, 1.5, 2
Butterworth, Michael, 2348854, 5.0, 2
Nichols, Celina, 2354260, 2.5, 2
Shahsavari, Anousha, 2359077, 5.0, 2
Hake, Sabine, 2359798, 2.5, 2
Bartel, Caroline, 2362978, 5.0, 2
Peters, Arthur, 2363440, 3.0, 2
Sung, Sibum, 2364707, 4.0, 2
GG, Toetap, 2364915, 5.0, 2
VISHWANATH, SRIRAM, 2365496, 3.5, 2
Ramirez, Jeannelle, 2366101, 1.5, 2
Nye, Carlos, 2367614, 5.0, 2
Hackett, James, 2370315, 5.0, 2
Henson, Jonathan, 2372708, 4.5, 2
Hoffman, James, 2374113, 4.0, 2
Corcoran, Tim, 2375693, 4.5, 2
Krijestorac, Haris, 2376196, 3.5, 2
Choi, Jin-A, 2376414, 2.0, 2
Hayward, Mark, 2377381, 5.0, 2
Hooker, Tristin, 2380580, 5.0, 2
Matheny, Ashley, 2384616, 5.0, 2
Faircloth, Laura, 2385923, 3.5, 2
Urrieta, Luis, 2390134, 4.0, 2
Scott, Maclain, 2396950, 5.0, 2
Treem, Jeffrey, 2400248, 4.5, 2
Zhao, Long, 2405368, 2.0, 2
Hadlock, Christopher, 2411471, 3.0, 2
Smith, Ya'Ke, 2411516, 5.0, 2
Diranieh, Courtney, 2419751, 5.0, 2
Nauert, Richard, 2437380, 4.5, 2
Rees, Anastasia, 2445469, 4.5, 2
Zanetti, Renato, 2448510, 3.5, 2
Kramer, William, 2448560, 3.5, 2
Minich, Julie, 2449040, 3.5, 2
Meemann, Kirsten, 2454102, 4.0, 2
Kwak, Jung, 2458675, 3.0, 2
Bommer, Paul, 2461269, 5.0, 2
Law, Jim, 2482193, 3.5, 2
Werle, Danielle, 2487570, 4.5, 2
Downer, Mike, 1936709, 2.5, 2
Barner, Briana, 2463609, 3.0, 2
Harris, Patrick, 2468379, 5.0, 2
Gorman, Carma, 2447910, 3.5, 2
Bankey, Brendon, 2468516, 3.0, 2
Tillman, Katharine, 2491354, 3.0, 2
Goad, Rhiannon, 2021030, 4.5, 2
Rountree, Michele, 2241432, 5.0, 2
Rivaux, Stephanie, 2175668, 2.5, 2
Scheinbaum, Angeline, 2288625, 2.5, 2
Boehm, Christoph, 2417337, 2.5, 2
Henson, James, 2391881, 2.5, 2
Spaulding, Carol, 2491855, 5.0, 2
Lashinger, Laura, 2360065, 4.5, 2
Gharpurey, Ranjit, 981328, 4.0, 2
Findley, Michael, 2305049, 5.0, 2
Han, Sukjin, 2446033, 1.5, 2
Buckley, Deanna, 2419091, 5.0, 2
Rice, Heather, 2394548, 4.5, 2
Thompson, Sean, 2495602, 4.5, 2
Reichl, Linda, 2449807, 4.5, 2
Thompson, Todd, 2447939, 4.5, 2
Hallman, Nicholas, 2476442, 5.0, 2
Chaudhary, Nabeeha, 2442820, 3.5, 2
Dorn, Edwin, 2203592, 3.5, 2
Pasch, Keryn, 2459481, 2.5, 2
Wells, Amelia, 2442894, 5.0, 2
Stein, David, 2492854, 4.0, 2
Xhemalce, Blerta, 2273654, 3.5, 2
Egan, Jesi, 2135514, 5.0, 2
Mangolini, Filippo, 2437784, 5.0, 2
Gonzalez, Antonio, 1998929, 5.0, 2
Irizarry, Yasmiyn, 2494226, 1.0, 2
Murphy, Sarah, 2255952, 3.5, 2
Lin, Cheng-Wei, 2402748, 5.0, 2
Jarvis, Jonathan, 2252027, 5.0, 2
Shakkottai, Sanjay, 2496916, 3.5, 2
Bhat, Chandra, 2450406, 3.0, 2
Barta, Caroline, 2305492, 2.5, 2
Siegel, Brett, 2463610, 5.0, 2
Raby, Megan, 2260595, 3.0, 2
Erk, Katrin, 2257859, 4.0, 2
Osier, Nicole, 2394331, 4.5, 2
Rossbach, Chris, 2446993, 5.0, 2
Havird, Justin, 2411314, 5.0, 2
Reisz, Samantha, 2447320, 4.0, 2
Barny, David, 2534884, 5.0, 2
Gaglio, Sam, 2375653, 5.0, 2
Butler, John, 2027162, 4.3, 2
Anderson, Gregory, 2413346, 3.0, 2
Schrag, Nicole, 2243456, 3.0, 2
Gray, Kelcey, 2549615, 2.5, 2
Fagelson, William, 2363005, 3.5, 2
Meier, Richard, 2411829, 4.5, 2
Mitlin, David, 2557603, 1.5, 2
Orshansky, Michael, 2559110, 3.5, 2
Balhoff, Matthew, 2461271, 1.5, 2
Dawson, Kate, 1873333, 5.0, 2
Nalamwar, Kunal, 2547241, 1.5, 2
Boydston, AJ, 809741, 5.0, 2
Farmer, Ashley, 2447607, 5.0, 2
Mendez, Sierra, 2556557, 4.5, 2
Vasudevan, Pavithra, 2467517, 5.0, 2
King, Bradley, 2335015, 4.5, 2
Kang, Li, 2329286, 4.0, 2
Reynolds, Aaron, 2546102, 4.0, 2
Coleman, Renita, 2049623, 3.5, 2
Friedman, Keith, 2230585, 4.5, 2
Davey, Jamila, 2551872, 4.5, 2
Prosise, Chris, 2443833, 3.5, 2
Vindis, Miha, 2049488, 5.0, 2
Jensen, Jared, 2536224, 4.5, 2
Davis, Tasha, 2495985, 3.5, 2
Jayaram, Makkuni, 2344949, 4.0, 2
Cohen, Shirley, 2529667, 3.5, 2
Agarwala, Seema, 2254426, 3.0, 2
Vohra, Shetal, 2295178, 5.0, 2
Barber, Judson, 2565307, 5.0, 2
Vasquez, Antonio, 2545880, 5.0, 2
LaBounty, Sean, 2466245, 4.5, 2
Barber, Kathleen, 1823373, 3.5, 2
Xu, Haiqing, 2449424, 4.5, 2
Fleisher, Tim, 2546930, 1.0, 2
Martin, Dave, 2570030, 4.0, 2
Coleman, Tyler, 2504693, 5.0, 2
Handman, Courtney, 2285522, 5.0, 2
Buenger, Walter, 2336687, 4.5, 2
Ellzey, Janet, 2568177, 1.0, 2
Britt, Sarah, 2486995, 3.5, 2
Perez, Jose, 2556743, 5.0, 2
Singh, Gurpreet, 2535465, 3.5, 2
Miller, Kiki, 2549242, 5.0, 2
Arjomand, Minou, 2299141, 5.0, 2
Johns, MJ, 2527073, 3.0, 2
Hsieh, Michelle, 2414743, 3.0, 2
Freeman, Robert, 2428400, 4.0, 2
Morley, Caroline, 2415808, 5.0, 2
Oster, Isaac, 2588776, 3.5, 2
Quigley, Emily, 2551876, 5.0, 2
Winges-Yanez, Nick, 2583616, 2.0, 2
DeCesare, Donna, 2533599, 4.5, 2
Market, John, 2364671, 5.0, 2
Covey, Ronald, 2533107, 4.0, 2
Tompaidis, Stathis, 2479387, 5.0, 2
Cozza, Joseph, 2566588, 5.0, 2
Goris, Robbe, 2375779, 2.0, 2
De Lozanne, Arturo, 2561184, 4.5, 2
Lee, Cecil, 2075860, 5.0, 2
Graham, Scott, 2521259, 5.0, 2
Lewis, Liza, 2448644, 5.0, 2
Li, Junyi, 2524314, 2.5, 2
Campbell Regnier, Megan, 2328870, 4.0, 2
Driver, Julia, 2595687, 5.0, 2
West, Kate, 2400773, 2.5, 2
Mantarakis, Zoe, 2548746, 5.0, 2
Woodward, Nathaniel, 2411807, 5.0, 2
Harrington, Adeline, 2412962, 5.0, 2
Pingali, Keshav, 2494860, 5.0, 2
Beach, Timothy, 2378531, 3.5, 2
Hampton, Lauren, 2576656, 1.0, 2
Gubler, Simone, 2357262, 5.0, 2
Enge, Nick, 2374675, 5.0, 2
Wang, Yaguo, 2574015, 1.5, 2
Penwell, Cynthia, 2143090, 5.0, 2
McDonald, Kari, 2596159, 3.0, 2
Swanson, Deane, 2419765, 4.0, 2
Hart, Justin, 2450776, 3.5, 2
Tucker Drob, Elliot, 2432092, 3.0, 2
Stephens, Keri, 2439622, 4.0, 2
Hatch, Justin, 2249599, 4.5, 2
Price, Eric, 2333671, 2.0, 2
Rosas, Lilia, 2449228, 3.0, 2
Batt, Alice, 2499105, 4.0, 2
Hohenberg, Sebastian, 2581678, 2.5, 2
Warmuth, Matthias, 2522945, 2.0, 2
Goldstein, David, 2588261, 2.5, 2
Echavarria, Maria, 2410417, 3.0, 2
Deans, Robert, 2528969, 5.0, 2
Loveridge, Andrew, 2594385, 5.0, 2
Mayhew, Linda, 2023622, 4.5, 2
Nydegger, Liesl, 2447379, 3.0, 2
Clayton, Patricia, 2599009, 4.5, 2
Middleton, Jordyn, 2600530, 5.0, 2
Maynard, Jennifer, 954625, 3.3, 2
Lloyd, Rachel, 2578378, 5.0, 2
Pipkin, John, 2488793, 5.0, 2
Valentine, Matt, 1953150, 4.5, 2
Dudley, Jaquelin, 2296904, 3.0, 2
Saar-Tsechansky, Maytal, 2132028, 3.8, 2
Kelly, Ryan, 2354966, 5.0, 2
Hinrichs, Lars, 1567021, 2.0, 2
Varga, Sarah, 2593916, 5.0, 2
Evans, Matthew, 2086929, 5.0, 2
Barrish, Phillip, 2482535, 5.0, 2
Berman, John, 2559836, 5.0, 2
Ivy, John, 259668, 5.0, 1
Harpman, Louise, 336104, 5.0, 1
Hughes, Patrick, 626675, 5.0, 1
Anderson, Robert, 700304, 2.5, 1
Lundberg, Bill, 702877, 3.5, 1
March, Hunter, 733987, 5.0, 1
Morikawa, H, 882336, 4.0, 1
Zhang, Zhanmin, 938788, 1.0, 1
Franks, Ruth, 954665, 4.0, 1
Hawkes, Christine, 954667, 3.5, 1
McClenney, Byron, 965411, 5.0, 1
Alam, Umar, 972249, 5.0, 1
Alves, Rosental, 1016524, 5.0, 1
Todd, Susan, 1039659, 4.5, 1
Rossky, P, 1043428, 4.0, 1
De Uriarte, Mercedes, 1051088, 5.0, 1
Earhart, Charles, 1092285, 2.5, 1
Fierro, Enrique, 1135971, 4.0, 1
Chan, Chi Hin, 1172281, 3.0, 1
Walker, Jade, 1181087, 3.5, 1
Martorana, Paul, 1189065, 2.0, 1
Ryan, Mike, 1217291, 5.0, 1
Cousins, William, 1243482, 5.0, 1
Ellison, Christopher, 1246881, 4.0, 1
Lippucci, Alessandra, 1248531, 5.0, 1
Narvaez, Benjamin, 1278245, 3.5, 1
Foley, Douglas, 1283189, 5.0, 1
Fremgen, John, 1289197, 3.5, 1
Yin, Whitney, 1289589, 3.5, 1
Bloom, Emily, 1299608, 1.5, 1
Wilson, Sam, 1317296, 3.5, 1
Dana, Peter, 1342206, 3.0, 1
Dodson-Robinson, Eric, 1348921, 5.0, 1
Croft, Samantha, 1350575, 4.0, 1
Ambikaiparker, Mohan, 1377538, 4.0, 1
Kaplan, Cheryl, 1379090, 2.5, 1
Blouke, Catherine, 1391080, 4.5, 1
Walker, Virginia, 1393139, 5.0, 1
